ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",_wp_page_template,country_region,health_authority,date,product_type,domain,url,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
2733,"FAQs: General Pharmacovigilance",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/faqs-general-pharmacovigilance/,,,,,,,,default,Switzerland,"The Swiss Agency for Therapeutic Products",20230901,Drug,Pharmacovigilance,https://www.swissmedic.ch/swissmedic/en/home/humanarzneimittel/market-surveillance/pharmacovigilance/faqs/faqs–general-pharmacovigilance.html,publish,1,sagefrog,jillf@sagefrog.com,,,faqs-general-pharmacovigilance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2734,"Regulatory Considerations for Prescription Drug Use Related Software (draft guidance)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/regulatory-considerations-for-prescription-drug-use-related-software-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230901,"Medical Device",Labeling,https://www.fda.gov/media/172165/download,publish,1,sagefrog,jillf@sagefrog.com,,,regulatory-considerations-for-prescription-drug-use-related-software-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2735,"Alternative Tools: Assessing Drug Manufacturing Facilities Identified in Pending Applications (draft guidance)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/alternative-tools-assessing-drug-manufacturing-facilities-identified-in-pending-applications-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Regulatory,https://www.fda.gov/media/172290/download,publish,1,sagefrog,jillf@sagefrog.com,,,alternative-tools-assessing-drug-manufacturing-facilities-identified-in-pending-applications-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2736,"Considerations for the Conduct of Clinical Trials of Medical Products During Major Disruptions Due to Disasters and Public Health Emergencies",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/considerations-for-the-conduct-of-clinical-trials-of-medical-products-during-major-disruptions-due-to-disasters-and-public-health-emergencies/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Clinical,https://www.fda.gov/media/172258/download,publish,1,sagefrog,jillf@sagefrog.com,,,considerations-for-the-conduct-of-clinical-trials-of-medical-products-during-major-disruptions-due-to-disasters-and-public-health-emergencies,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2737,"Labeling for Biosimilar and Interchangeable Biosimilar Products Guidance for Industry (draft guidance)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/labeling-for-biosimilar-and-interchangeable-biosimilar-products-guidance-for-industry-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Biologics,Labeling,https://www.fda.gov/media/172170/download,publish,1,sagefrog,jillf@sagefrog.com,,,labeling-for-biosimilar-and-interchangeable-biosimilar-products-guidance-for-industry-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2738,"Endogenous Cushing’s Syndrome: Developing Drugs for Treatment",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/endogenous-cushings-syndrome-developing-drugs-for-treatment/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Clinical,https://www.fda.gov/media/171900/download,publish,1,sagefrog,jillf@sagefrog.com,,,endogenous-cushings-syndrome-developing-drugs-for-treatment,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2739,"Institutional Review Board (IRB) Review of Individual Patient Expanded Access Submissions for Investigational Drugs and Biological Products",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/institutional-review-board-irb-review-of-individual-patient-expanded-access-submissions-for-investigational-drugs-and-biological-products/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Clinical,https://www.fda.gov/media/171902/download,publish,1,sagefrog,jillf@sagefrog.com,,,institutional-review-board-irb-review-of-individual-patient-expanded-access-submissions-for-investigational-drugs-and-biological-products,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2740,"DSCSA Standards for the Interoperable Exchange of Information for Tracing of Certain Human, Finished, Prescription Drugs",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/dscsa-standards-for-the-interoperable-exchange-of-information-for-tracing-of-certain-human-finished-prescription-drugs/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Regulatory,https://www.fda.gov/media/171796/download,publish,1,sagefrog,jillf@sagefrog.com,,,dscsa-standards-for-the-interoperable-exchange-of-information-for-tracing-of-certain-human-finished-prescription-drugs,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2741,"Application of Human Factors Engineering Principles for Combination Products: Questions and Answers",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/application-of-human-factors-engineering-principles-for-combination-products-questions-and-answers/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Regulatory,https://www.fda.gov/media/171855/download,publish,1,sagefrog,jillf@sagefrog.com,,,application-of-human-factors-engineering-principles-for-combination-products-questions-and-answers,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2742,"Nontuberculous Mycobacterial Pulmonary Disease Caused by Mycobacterium avium Complex: Developing Drugs for Treatment",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/nontuberculous-mycobacterial-pulmonary-disease-caused-by-mycobacterium-avium-complex-developing-drugs-for-treatment/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Clinical,https://www.fda.gov/media/171783/download,publish,1,sagefrog,jillf@sagefrog.com,,,nontuberculous-mycobacterial-pulmonary-disease-caused-by-mycobacterium-avium-complex-developing-drugs-for-treatment,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2743,"Post-Warning Letter Meetings Under GDUFA (draft guidance)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/post-warning-letter-meetings-under-gdufa-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Regulatory,https://www.fda.gov/media/171785/download,publish,1,sagefrog,jillf@sagefrog.com,,,post-warning-letter-meetings-under-gdufa-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2744,"Graft-versus-Host Diseases: Developing Drugs, Biological Products, and Certain Devices for Prevention or Treatment (draft guidance)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/graft-versus-host-diseases-developing-drugs-biological-products-and-certain-devices-for-prevention-or-treatment-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230901,Drug,Clinical,https://www.fda.gov/media/172524/download,publish,1,sagefrog,jillf@sagefrog.com,,,graft-versus-host-diseases-developing-drugs-biological-products-and-certain-devices-for-prevention-or-treatment-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2745,"Product Information inserts are no longer required for injectable medicines administered by health professionals",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/product-information-inserts-are-no-longer-required-for-injectable-medicines-administered-by-health-professionals/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230830,Drug,Labeling,https://www.tga.gov.au/news/news/product-information-inserts-are-no-longer-required-injectable-medicines-administered-health-professionals,publish,1,sagefrog,jillf@sagefrog.com,,,product-information-inserts-are-no-longer-required-for-injectable-medicines-administered-by-health-professionals,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2746,"Three new UK Approved Bodies to certify medical devices announced by the MHRA",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/three-new-uk-approved-bodies-to-certify-medical-devices-announced-by-the-mhra/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230829,"Medical Device",Regulatory,https://www.gov.uk/government/news/three-new-uk-approved-bodies-to-certify-medical-devices-announced-by-the-mhra,publish,1,sagefrog,jillf@sagefrog.com,,,three-new-uk-approved-bodies-to-certify-medical-devices-announced-by-the-mhra,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2747,"Formal Meetings Between the FDA and Sponsors or Applicants of PDUFA Products (draft guidance)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/formal-meetings-between-the-fda-and-sponsors-or-applicants-of-pdufa-products-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230829,Drug,Regulatory,https://www.fda.gov/media/172311/download,publish,1,sagefrog,jillf@sagefrog.com,,,formal-meetings-between-the-fda-and-sponsors-or-applicants-of-pdufa-products-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2748,"Feedback from Australian Sponsors about the Medical Device Single Audit Program (MDSAP)",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/feedback-from-australian-sponsors-about-the-medical-device-single-audit-program-mdsap/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230825,"Medical Device",Regulatory,https://consultations.tga.gov.au/tga/mdsap-survey/,publish,1,sagefrog,jillf@sagefrog.com,,,feedback-from-australian-sponsors-about-the-medical-device-single-audit-program-mdsap,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2749,"Nitrosamine impurities in medicines – Information for sponsors and manufacturers",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/nitrosamine-impurities-in-medicines-information-for-sponsors-and-manufacturers/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230824,Drug,Regulatory,https://www.tga.gov.au/news/safety-alerts/nitrosamine-impurities-medicines-information-sponsors-and-manufacturers,publish,1,sagefrog,jillf@sagefrog.com,,,nitrosamine-impurities-in-medicines-information-for-sponsors-and-manufacturers,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2750,"Nitrosamines impurities in medicines",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/nitrosamines-impurities-in-medicines/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230824,Drug,Regulatory,https://www.gov.uk/government/publications/nitrosamines-impurities-in-medicines/nitrosamines-impurities-in-medicines,publish,1,sagefrog,jillf@sagefrog.com,,,nitrosamines-impurities-in-medicines,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2751,"COFEPRIS accepts GMP certificates issued by WHO accredited Health Authorities/PIC/S",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/cofepris-accepts-gmp-certificates-issued-by-who-accredited-health-authorities-pic-s/,,,,,,,,default,Mexico,"Official Journal of the Federation",20230823,Drug,Regulatory,https://www.dof.gob.mx/nota_detalle.php?codigo=5699574&fecha=23/08/2023#gsc.tab=0,publish,1,sagefrog,jillf@sagefrog.com,,,cofepris-accepts-gmp-certificates-issued-by-who-accredited-health-authorities-pic-s,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2752,"New reporting requirements for medicine shortages",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/new-reporting-requirements-for-medicine-shortages/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230817,Drug,Regulatory,https://www.tga.gov.au/news/news/new-reporting-requirements-medicine-shortages,publish,1,sagefrog,jillf@sagefrog.com,,,new-reporting-requirements-for-medicine-shortages,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2753,"EMA review of data on paternal exposure to valproate",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/ema-review-of-data-on-paternal-exposure-to-valproate/,,,,,,,,default,Europe,"European Medicines Agency",20230816,Drug,Pharmacovigilance,https://www.ema.europa.eu/en/news/ema-review-data-paternal-exposure-valproate,publish,1,sagefrog,jillf@sagefrog.com,,,ema-review-of-data-on-paternal-exposure-to-valproate,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2754,"Off-The-Shelf Software Use in Medical Devices",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/off-the-shelf-software-use-in-medical-devices/,,,,,,,,default,USA,"Food and Drug Administration",20230811,"Medical Device",Regulatory,https://www.fda.gov/media/71794/download,publish,1,sagefrog,jillf@sagefrog.com,,,off-the-shelf-software-use-in-medical-devices,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2755,"TEAM-NB Position Paper New MDR Transition Timelines and Notified Body Capacity",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/team-nb-position-paper-new-mdr-transition-timelines-and-notified-body-capacity/,,,,,,,,default,Europe,"European Medicines Agency",20230810,"Medical Device",Regulatory,https://www.team-nb.org/wp-content/uploads/2023/08/Team-NB-PositionPaper-MDRTransitionTimelines-NotifiedBodyCapacity-V1.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,team-nb-position-paper-new-mdr-transition-timelines-and-notified-body-capacity,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2756,"Swissmedic gains accreditation for GMP/GDP inspections in the field of ATMPs",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/swissmedic-gains-accreditation-for-gmp-gdp-inspections-in-the-field-of-atmps/,,,,,,,,default,Switzerland,"The Swiss Agency for Therapeutic Products",20230809,Drug,Regulatory,https://www.swissmedic.ch/swissmedic/en/home/news/mitteilungen/smc-erhaelt-akkreditierung-gmp-gdp-inspektionen-bereich-atmp.html,publish,1,sagefrog,jillf@sagefrog.com,,,swissmedic-gains-accreditation-for-gmp-gdp-inspections-in-the-field-of-atmps,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2757,"Guidance to applicants /Marketing Authorization Holders (MAHs) on oral explanations at EMA",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/guidance-to-applicants-marketing-authorization-holders-mahs-on-oral-explanations-at-ema/,,,,,,,,default,Europe,"European Medicines Agency",20230807,Drug,Regulatory,https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/guidance-applicants/marketing-authorisation-holders-oral-explanations-european-medicines-agency_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guidance-to-applicants-marketing-authorization-holders-mahs-on-oral-explanations-at-ema,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2758,"Squamous cell carcinoma (SCC) and different types of lymphomas occurring in the capsule around breast implants",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/squamous-cell-carcinoma-scc-and-different-types-of-lymphomas-occurring-in-the-capsule-around-breast-implants/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230807,Drug,Regulatory,https://www.gov.uk/government/publications/squamous-cell-carcinoma-scc-and-different-types-of-lymphomas-occurring-in-the-capsule-around-breast-implants/squamous-cell-carcinoma-scc-and-different-types-of-lymphomas-occurring-in-the-capsule-around-breast-implants,publish,1,sagefrog,jillf@sagefrog.com,,,squamous-cell-carcinoma-scc-and-different-types-of-lymphomas-occurring-in-the-capsule-around-breast-implants,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2759,"Guidance for manufacturers on vigilance",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/guidance-for-manufacturers-on-vigilance/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230803,"Medical Device",Regulatory,https://www.gov.uk/government/collections/medical-devices-guidance-for-manufacturers-on-vigilance#full-publication-update-history,publish,1,sagefrog,jillf@sagefrog.com,,,guidance-for-manufacturers-on-vigilance,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2760,"Food and Drug Administration Modernization Act of 1997: Modifications to the List of Recognized Standards, Recognition List Number",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/food-and-drug-administration-modernization-act-of-1997-modifications-to-the-list-of-recognized-standards-recognition-list-number/,,,,,,,,default,USA,"Food and Drug Administration",20230802,"Medical Device",Regulatory,https://public-inspection.federalregister.gov/2023-16418.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,food-and-drug-administration-modernization-act-of-1997-modifications-to-the-list-of-recognized-standards-recognition-list-number,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2761,"FAQS on implementation of GSR 823(e) dated 17th November, 2022 with respect to bar code or QR code on top 300 brands",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/faqs-on-implementation-of-gsr-823e-dated-17th-november-2022-with-respect-to-bar-code-or-qr-code-on-top-300-brands/,,,,,,,,default,India,"Central Drugs Standard Control Organisation",20230801,Drug,,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTAzNzc=,publish,1,sagefrog,jillf@sagefrog.com,,,faqs-on-implementation-of-gsr-823e-dated-17th-november-2022-with-respect-to-bar-code-or-qr-code-on-top-300-brands,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2762,"Points to be Consider for Informed Consent Using Electromagnetic Means in Clinical Trials and Post-marketing Clinical Trials",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/points-to-be-consider-for-informed-consent-using-electromagnetic-means-in-clinical-trials-and-post-marketing-clinical-trials/,,,,,,,,default,Japan,"Pharmaceuticals and Medical Devices Agency",20230801,Drug,Clinical,https://www.pmda.go.jp/files/000263504.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,points-to-be-consider-for-informed-consent-using-electromagnetic-means-in-clinical-trials-and-post-marketing-clinical-trials,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2763,"Update on nitrosamine contamination",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/update-on-nitrosamine-contamination/,,,,,,,,default,Japan,"Pharmaceuticals and Medical Devices Agency",20230801,Drug,Regulatory,https://www.pmda.go.jp/files/000263839.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,update-on-nitrosamine-contamination,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2764,"Wearable medical device – Guidance document",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/wearable-medical-device-guidance-document/,,,,,,,,default,Malaysia,"Medical Device Authority",20230801,"Medical Device",Regulatory,https://portal.mda.gov.my/doclink/draf-dokumen-panduan-wearable-medical-device-public-comment-pdf-1/eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkcmFmLWRva3VtZW4tcGFuZHVhbi13ZWFyYWJsZS1tZWRpY2FsLWRldmljZS1wdWJsaWMtY29tbWVudC1wZGYtMSIsImlhdCI6MTY5MjU5MTY3OSwiZXhwIjoxNjkyNjc4MDc5fQ.CA8KH1p-BdFSAV4U-hgqFchNFOrSPCN-383yBpnW0C8,publish,1,sagefrog,jillf@sagefrog.com,,,wearable-medical-device-guidance-document,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2765,"Importation of medical device for personal use",,,"2024-06-27 16:11:54",regulatory,https://clinch.loc/regulatory/importation-of-medical-device-for-personal-use/,,,,,,,,default,Malaysia,"Medical Device Authority",20230801,"Medical Device",Regulatory,https://www.mda.gov.my/announcement/1238-first-edition-guidance-document-importation-of-medical-device-for-personal-use.html,publish,1,sagefrog,jillf@sagefrog.com,,,importation-of-medical-device-for-personal-use,,default,0,0,0,open,open,"2024-06-27 16:11:54"
2766,"Draft for Comments || Application Process and Requirements for Post-Approval Changes of Biological Products Adopting the World Health Organization Guidelines for Changes to Approved Vaccines and Biotherapeutic Products for Human Use",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/draft-for-comments-application-process-and-requirements-for-post-approval-changes-of-biological-products-adopting-the-world-health-organization-guidelines-for-changes-to-approved-vaccines-and-bioth/,,,,,,,,default,"The Philippines","Philippines FDA",20230801,Drug,Regulatory,https://www.fda.gov.ph/draft-for-comments-application-process-and-requirements-for-post-approval-changes-of-biological-products-adopting-the-world-health-organization-guidelines-for-changes-to-approved-vaccines-and-bioth/,publish,1,sagefrog,jillf@sagefrog.com,,,draft-for-comments-application-process-and-requirements-for-post-approval-changes-of-biological-products-adopting-the-world-health-organization-guidelines-for-changes-to-approved-vaccines-and-bioth,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2767,"CE marking recognition for medical devices and in vitro diagnostics",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/ce-marking-recognition-for-medical-devices-and-in-vitro-diagnostics/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230801,"Medical Device",Regulatory,https://www.gov.uk/government/news/ce-marking-recognition-for-medical-devices-and-in-vitro-diagnostics,publish,1,sagefrog,jillf@sagefrog.com,,,ce-marking-recognition-for-medical-devices-and-in-vitro-diagnostics,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2768,"Wholesale Distributor Verification Requirement for Saleable Returned Drug Product and Dispenser Verification Requirements When Investigating a Suspect or Illegitimate Product— Compliance Policies",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/wholesale-distributor-verification-requirement-for-saleable-returned-drug-product-and-dispenser-verification-requirements-when-investigating-a-suspect-or-illegitimate-product-compliance-polic/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/171677/download,publish,1,sagefrog,jillf@sagefrog.com,,,wholesale-distributor-verification-requirement-for-saleable-returned-drug-product-and-dispenser-verification-requirements-when-investigating-a-suspect-or-illegitimate-product-compliance-polic,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2769,"Considerations for the Use of Real-World Data and Real-World Evidence to Support Regulatory Decision-Making for Drug and Biological Products",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/considerations-for-the-use-of-real-world-data-and-real-world-evidence-to-support-regulatory-decision-making-for-drug-and-biological-products/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/171667/download,publish,1,sagefrog,jillf@sagefrog.com,,,considerations-for-the-use-of-real-world-data-and-real-world-evidence-to-support-regulatory-decision-making-for-drug-and-biological-products,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2770,"QTc Information in Human Prescription Drug and Biological Product Labeling",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/qtc-information-in-human-prescription-drug-and-biological-product-labeling/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Labeling,https://www.fda.gov/media/170814/download,publish,1,sagefrog,jillf@sagefrog.com,,,qtc-information-in-human-prescription-drug-and-biological-product-labeling,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2771,"PDUFA Waivers, Reductions, and Refunds for Fixed Combinations and Single-Entity Versions of Previously Approved Antiretrovirals under PEPFAR (draft guidance)",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/pdufa-waivers-reductions-and-refunds-for-fixed-combinations-and-single-entity-versions-of-previously-approved-antiretrovirals-under-pepfar-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/170813/download,publish,1,sagefrog,jillf@sagefrog.com,,,pdufa-waivers-reductions-and-refunds-for-fixed-combinations-and-single-entity-versions-of-previously-approved-antiretrovirals-under-pepfar-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2772,"Recommended Acceptable Intake Limits for Nitrosamine Drug Substance Related Impurities (NDSRIs)",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/recommended-acceptable-intake-limits-for-nitrosamine-drug-substance-related-impurities-ndsris/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Toxicology,https://www.fda.gov/media/170794/download,publish,1,sagefrog,jillf@sagefrog.com,,,recommended-acceptable-intake-limits-for-nitrosamine-drug-substance-related-impurities-ndsris,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2773,"Waivers, Exceptions, and Exemptions From the Requirements of Section 582 of the Federal Food, Drug, and Cosmetic Act",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/waivers-exceptions-and-exemptions-from-the-requirements-of-section-582-of-the-federal-food-drug-and-cosmetic-act/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Labeling,https://www.fda.gov/media/113342/download,publish,1,sagefrog,jillf@sagefrog.com,,,waivers-exceptions-and-exemptions-from-the-requirements-of-section-582-of-the-federal-food-drug-and-cosmetic-act,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2774,"Fixed-Combinations and Single-Entity Versions of Previously Approved Antiretrovirals for the Treatment or Prevention of HIV-1 Under PEPFAR",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/fixed-combinations-and-single-entity-versions-of-previously-approved-antiretrovirals-for-the-treatment-or-prevention-of-hiv-1-under-pepfar/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/72248/download,publish,1,sagefrog,jillf@sagefrog.com,,,fixed-combinations-and-single-entity-versions-of-previously-approved-antiretrovirals-for-the-treatment-or-prevention-of-hiv-1-under-pepfar,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2775,"PDUFA Waivers, Reductions, and Refunds for FixedCombinations and Single-Entity Versions of Previously Approved Antiretrovirals under PEPFAR (draft guidance)",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/pdufa-waivers-reductions-and-refunds-for-fixedcombinations-and-single-entity-versions-of-previously-approved-antiretrovirals-under-pepfar-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/170813/download,publish,1,sagefrog,jillf@sagefrog.com,,,pdufa-waivers-reductions-and-refunds-for-fixedcombinations-and-single-entity-versions-of-previously-approved-antiretrovirals-under-pepfar-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2776,"Classification Categories for Certain Supplements Under BsUFA III (draft guidance)",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/classification-categories-for-certain-supplements-under-bsufa-iii-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/170906/download,publish,1,sagefrog,jillf@sagefrog.com,,,classification-categories-for-certain-supplements-under-bsufa-iii-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2777,"Formal Meetings Between the FDA and Sponsors or Applicants of BsUFA Products (draft guidance)",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/formal-meetings-between-the-fda-and-sponsors-or-applicants-of-bsufa-products-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Regulatory,https://www.fda.gov/media/113913/download,publish,1,sagefrog,jillf@sagefrog.com,,,formal-meetings-between-the-fda-and-sponsors-or-applicants-of-bsufa-products-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2778,"Post marketing Approaches to Obtain Data on Populations Underrepresented in Clinical Trials for Drugs and Biological Products",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/post-marketing-approaches-to-obtain-data-on-populations-underrepresented-in-clinical-trials-for-drugs-and-biological-products/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Clinical,https://www.fda.gov/media/170899/download,publish,1,sagefrog,jillf@sagefrog.com,,,post-marketing-approaches-to-obtain-data-on-populations-underrepresented-in-clinical-trials-for-drugs-and-biological-products,,default,0,0,0,open,open,"2024-06-27 16:11:55"
2779,"Informed Consent Guidance for IRBs, Clinical Investigators, and Sponsors",,,"2024-06-27 16:11:55",regulatory,https://clinch.loc/regulatory/informed-consent-guidance-for-irbs-clinical-investigators-and-sponsors/,,,,,,,,default,USA,"Food and Drug Administration",20230801,Drug,Clinical,https://www.fda.gov/media/88915/download,publish,1,sagefrog,jillf@sagefrog.com,,,informed-consent-guidance-for-irbs-clinical-investigators-and-sponsors,,default,0,0,0,open,open,"2024-06-27 16:11:55"
